0	5
1	3
2	3
3	3
4	3
5	3
6	5
7	3
8	5
9	6
10	3
11	5
12	3
13	3
14	3
15	3
16	5
17	6
18	5
19	3
20	3
21	5
22	3
23	5
24	5
25	5
26	3
27	3
28	5
29	3
30	5
31	5
32	3
33	6
34	5
35	3
36	3
37	3
38	5
39	5
40	5
41	3
42	3
43	6
44	5
45	5
46	3
47	5
48	6
49	5
50	5
51	5
52	6
53	6
54	6
55	5
56	6
57	6
58	5
59	6
60	8
61	5
62	8
63	6
64	5
65	5
66	5
67	6
68	9
69	10
70	8
71	8
72	10
73	9
74	9
75	7
76	9
77	9
78	9
79	10
80	16
81	16
82	15
83	14
84	15
85	13
86	13
87	22
88	24
89	20
90	14
91	15
92	16
93	21
94	28
95	26
96	36
97	35
98	28
99	26
100	26
101	23
102	58
103	127
104	168
105	116
106	66
107	109
108	215
109	255
110	255
111	255
112	201
113	255
114	255
115	253
116	255
117	255
118	255
119	255
120	255
121	255
122	255
123	255
124	255
125	255
126	255
127	255
128	255
129	255
130	255
131	255
132	255
133	255
134	255
135	255
136	255
137	255
138	255
139	255
140	255
141	255
142	255
143	255
144	255
145	136
146	197
147	228
148	155
149	78
150	80
151	130
152	95
153	56
154	40
155	58
156	69
157	83
158	88
159	70
160	51
161	52
162	52
163	58
164	64
165	45
166	28
167	17
168	20
169	33
170	45
171	54
172	42
173	30
174	23
175	34
176	48
177	59
178	49
179	38
180	21
181	13
182	15
183	20
184	24
185	26
186	24
187	19
188	17
189	13
190	8
191	8
192	7
193	6
194	8
195	5
196	6
197	5
198	5
199	7
200	5
201	6
202	6
203	7
204	6
205	6
206	7
207	8
208	6
209	5
210	7
211	5
212	5
213	6
214	6
215	3
216	5
217	6
218	3
219	5
220	6
221	3
222	5
223	3
224	5
225	6
226	5
227	5
228	5
229	5
230	3
231	5
232	5
233	5
234	5
235	3
236	5
237	3
238	5
239	3
240	3
241	3
242	6
243	3
244	6
245	6
246	5
247	3
248	5
249	5
250	5
251	5
252	5
253	3
254	3
255	5
