0;0;1844,635267;113,9515324;;
0;1;1844,620001;113,9642647;;
0;2;1844,632307;113,9438571;;
0;3;1844,633487;113,946207;;
0;4;1844,637225;113,9446429;;
100;0;1843,08679;112,9923246;;
100;1;1842,973837;112,6579443;;
100;2;1843,093709;112,9846597;;
100;3;1843,09104;112,9857274;;
100;4;1843,087573;112,9905502;;
200;0;1842,341913;112,2892113;;
200;1;1842,343319;112,2940382;;
200;2;1842,346557;112,2959693;;
200;3;1842,345558;112,2922657;;
200;4;1842,336302;112,2975846;;
300;0;1841,466283;112,175282;;
300;1;1841,466039;112,177054;;
300;2;1841,462665;112,1856774;;
300;3;1841,465439;112,1862716;;
300;4;1841,46588;112,1770786;;
400;0;1840,51054;112,2932817;;
400;1;1840,533934;112,2942111;;
400;2;1840,446332;112,3349946;;
400;3;1840,529159;112,2951674;;
400;4;1840,531373;112,2947579;;
500;0;1839,556339;112,4999727;;
500;1;1839,556073;112,4913047;;
500;2;1839,553873;112,4998066;;
500;3;1839,553398;112,5023844;;
500;4;1839,56333;112,5168536;;
600;0;1839,262289;112,4564413;;
600;1;1839,266307;112,4563619;;
600;2;1839,26923;112,4544548;;
600;3;1839,255258;112,4577922;;
600;4;1839,266825;112,4555671;;
700;0;1838,472527;112,4231695;;
700;1;1838,466963;112,4304121;;
700;2;1838,468121;112,4319945;;
700;3;1838,468698;112,4308159;;
700;4;1838,462165;112,2738589;;
800;0;1838,330882;112,5082257;;
800;1;1838,330998;112,511015;;
800;2;1838,319207;112,5224742;;
800;3;1838,323812;112,5202724;;
800;4;1838,328669;112,5066687;;
900;0;1837,926833;112,5822975;;
900;1;1837,919736;112,5735304;;
900;2;1837,890511;112,5903334;;
900;3;1837,909668;112,5809891;;
900;4;1837,913556;112,5826808;;
1000;0;1837,480898;112,976285;;
1000;1;1837,485854;112,9655961;;
1000;2;1837,487387;112,9684456;;
1000;3;1837,491489;112,967576;;
1000;4;1837,48787;112,9630061;;
1100;0;1837,313285;112,7181344;;
1100;1;1837,316585;112,7146668;;
1100;2;1837,315653;112,7188184;;
1100;3;1837,315431;112,7181095;;
1100;4;1837,305353;112,7327654;;
1200;0;1837,009419;112,2999788;;
1200;1;1837,007283;112,304107;;
1200;2;1836,964017;112,3810759;;
1200;3;1836,990387;112,3445582;;
1200;4;1837,0104;112,3014024;;
1300;0;1836,380843;112,4972144;;
1300;1;1836,371586;112,4938329;;
1300;2;1836,380667;112,4927462;;
1300;3;1836,399173;112,5085398;;
1300;4;1836,388454;112,5033322;;
1400;0;1835,469316;111,9345933;;
1400;1;1835,476468;111,9340682;;
1400;2;1835,470093;111,937092;;
1400;3;1835,388749;111,7013343;;
1400;4;1835,467804;111,9371719;;
1500;0;1834,664608;112,1541563;;
1500;1;1834,651519;112,194311;;
1500;2;1834,65693;112,188681;;
1500;3;1834,651013;112,1942298;;
1500;4;1834,656055;112,1886678;;
1600;0;1834,193831;111,887326;;
1600;1;1834,19554;111,8963723;;
1600;2;1834,19768;111,8949112;;
1600;3;1834,192767;111,8987159;;
1600;4;1834,195156;111,8963237;;
1700;0;1833,656812;111,8772585;;
1700;1;1833,645243;111,8832936;;
1700;2;1833,652653;111,8817174;;
1700;3;1833,658079;111,8805112;;
1700;4;1833,654914;111,8854648;;
1800;0;1833,285786;111,8004631;;
1800;1;1833,287218;111,8027257;;
1800;2;1833,286851;111,8013605;;
1800;3;1833,293228;111,8075163;;
1800;4;1833,287647;111,7995316;;
1900;0;1832,613823;111,4085549;;
1900;1;1832,61906;111,4129544;;
1900;2;1832,619702;111,4147388;;
1900;3;1832,606512;111,4149784;;
1900;4;1832,615835;111,4074666;;
2000;0;1832,165527;110,9776432;;
2000;1;1832,176758;110,9747744;;
2000;2;1832,178291;110,9795303;;
2000;3;1832,172727;110,9759609;;
2000;4;1832,174058;110,9785214;;
2100;0;1831,483942;110,8428428;;
2100;1;1831,486007;110,8466535;;
2100;2;1831,48798;110,8473972;;
2100;3;1831,4867;110,845145;;
2100;4;1831,486951;110,8464806;;
2200;0;1830,926111;111,5050199;;
2200;1;1830,934779;111,5033669;;
2200;2;1830,931124;111,506535;;
2200;3;1830,928402;111,5068474;;
2200;4;1830,930982;111,505351;;
2300;0;1830,050672;111,7256441;;
2300;1;1830,043735;111,7293762;;
2300;2;1829,996431;111,72657;;
2300;3;1830,018211;111,7148796;;
2300;4;1830,010704;111,7164307;;
2400;0;1829,303396;111,6951757;;
2400;1;1829,298022;111,6938783;;
2400;2;1829,311435;111,6882071;;
2400;3;1829,305414;111,7007388;;
2400;4;1829,317746;111,6918585;;
2500;0;1828,984561;111,9360017;;
2500;1;1828,983817;111,9339566;;
2500;2;1828,983235;111,9337626;;
2500;3;1828,983773;111,9360425;;
2500;4;1828,997078;111,9279738;;
2600;0;1828,169891;111,8436517;;
2600;1;1828,169224;111,8414498;;
2600;2;1828,138977;111,8661229;;
2600;3;1828,142873;111,8656777;;
2600;4;1828,166311;111,846706;;
2700;0;1827,414574;111,9580598;;
2700;1;1827,434946;111,9652091;;
2700;2;1827,437115;111,9644877;;
2700;3;1827,407991;111,978596;;
2700;4;1827,416907;111,977393;;
2800;0;1826,545934;112,1658597;;
2800;1;1826,577877;112,1851148;;
2800;2;1826,577328;112,1839373;;
2800;3;1826,502588;112,0950231;;
2800;4;1826,533549;112,1529234;;
2900;0;1825,753915;112,0112377;;
2900;1;1825,764934;112,0181591;;
2900;2;1825,753331;112,0097063;;
2900;3;1825,766283;112,0213642;;
2900;4;1825,775203;112,0233117;;
3000;0;1825,108406;112,0469846;;
3000;1;1825,120245;111,9830642;;
3000;2;1825,108767;112,0467813;;
3000;3;1825,106146;112,0294632;;
3000;4;1825,117916;111,9884734;;
3100;0;1824,463224;111,9486829;;
3100;1;1824,483637;111,9494765;;
3100;2;1824,486591;111,9475888;;
3100;3;1824,476665;111,9470403;;
3100;4;1824,481194;111,947004;;
3200;0;1823,416702;110,5395889;;
3200;1;1823,419586;110,5368467;;
3200;2;1823,420087;110,5378711;;
3200;3;1823,426734;110,534898;;
3200;4;1823,419621;110,5394204;;
3300;0;1823,511375;111,9119585;;
3300;1;1823,512547;111,9137788;;
3300;2;1823,514623;111,9063131;;
3300;3;1823,511437;111,911697;;
3300;4;1823,505486;111,9102023;;
3400;0;1822,81647;111,7505594;;
3400;1;1822,850792;111,7484991;;
3400;2;1822,869687;111,7300578;;
3400;3;1822,851387;111,7517447;;
3400;4;1822,855212;111,7527754;;
3500;0;1822,552988;111,6431249;;
3500;1;1822,553436;111,6435212;;
3500;2;1822,554377;111,6473743;;
3500;3;1822,553599;111,6434687;;
3500;4;1822,548889;111,6419125;;
3600;0;1821,757642;111,6749273;;
3600;1;1821,761045;111,6726104;;
3600;2;1821,77074;111,6709525;;
3600;3;1821,764687;111,6700461;;
3600;4;1821,759379;111,6727072;;
3700;0;1821,424163;111,4712501;;
3700;1;1821,425151;111,4795005;;
3700;2;1821,422744;111,4765656;;
3700;3;1821,412518;111,4646093;;
3700;4;1821,425148;111,4794804;;
3800;0;1820,553942;111,8874797;;
3800;1;1820,547852;111,8877826;;
3800;2;1820,549672;111,8892981;;
3800;3;1820,54071;111,8929585;;
3800;4;1820,542216;111,8913117;;
3900;0;1819,96583;111,7626911;;
3900;1;1819,976602;111,7662483;;
3900;2;1819,969725;111,7817243;;
3900;3;1819,953158;111,7698191;;
3900;4;1819,967887;111,7764518;;
4000;0;1819,233038;111,5568155;;
4000;1;1819,223523;111,5481696;;
4000;2;1819,226549;111,5399433;;
4000;3;1819,227111;111,5708129;;
4000;4;1819,230686;111,5607936;;
4100;0;1818,907265;111,3743865;;
4100;1;1818,900255;111,3736164;;
4100;2;1818,905911;111,3691238;;
4100;3;1818,907814;111,3702681;;
4100;4;1818,908384;111,3748765;;
4200;0;1817,896195;111,3922889;;
4200;1;1818,063566;111,2365748;;
